from_code,from_lat,from_lng,from_name,name,number,rescheduled_date,rescheduled_time,time_diff,to_code,to_lat,to_lng,to_name
GAYA,24.7964355,85.0079563,GAYA JN,GAYA - KIUL PASS,53626,22-07-2018,09:30,02:10,KIUL,24.7814656,86.0694724,KIUL JN
FD,28.1212947,76.120467,FAIZABAD JN,FD-LKO PASSENGER,54231,22-07-2018,06:40,01:00,LKO,26.8381,80.9346001,LUCKNOW
FD,28.1212947,76.120467,FAIZABAD JN,FD-MUR PASS,54238,22-07-2018,05:30,00:45,MUR,28.0589818,79.3086183,MANKAPUR JN
BLM,0.2870528,32.5737843,BALAMU JN,PASSENGER,54332,22-07-2018,10:15,02:55,LKO,26.8381,80.9346001,LUCKNOW
PRG,25.4689167,81.8677005,PRAYAG,PRG- JNU PASS.,54375,22-07-2018,07:50,01:00,JNU,25.7472,82.689,JAUNPUR JN
CPR,25.7784105,84.7514507,CHHAPRA,CPR-BSB PASSENGER,55013,22-07-2018,14:25,01:00,BCY,25.3346395,83.0145644,VARANASI CITY
NTV,27.4272664,83.418656,NAUTANWA,NTV-GKP PASSENGER,55044,22-07-2018,11:15,05:00,GKP,26.75845,83.3752175,GORAKHPUR
BTH,26.8023,84.5074,BETTIAH,BTH-GKP PASSENGER,55079,22-07-2018,10:45,02:00,GKP,26.75845,83.3752175,GORAKHPUR
NKE,27.102923,84.4646072,NARKATIAGANJ JN,NKE-MFP  PASSENGER,55220,22-07-2018,10:25,02:00,MFP,26.1182898,85.3857888,MUZAFFARPUR JN
BJP,18.7935679,80.815939,BIJAPUR,BJP-SUR PASS,57133,22-07-2018,14:00,01:35,RC,16.083333,77.166667,RAICHUR
PAU,21.0210165,77.5306448,PURNA JN,HYB PASS,57548,22-07-2018,10:30,03:00,HYB,17.3931097,78.4675629,HYDERABAD DECAN
HTE,23.2991479,85.3234589,HATIA,HTE JSG PASSENGER,58161,22-07-2018,13:30,01:45,JSG,21.79725895,84.0090663244,JHARSUGUDA JN
VSKP,17.7231276,83.3012842,VISAKHAPATNAM,VSKP-KRDL PASS,58501,22-07-2018,08:20,01:30,KRDL,18.6333151,81.2591647,KIRANDUL
JP,26.916194,75.820349,JAIPUR,JP-HSR PASSENGER,59721,22-07-2018,06:30,01:15,HSR,29.168807,75.7461103,HISAR
HSR,29.168807,75.7461103,HISAR,HSR-JP PASS.,59722,22-07-2018,15:25,01:20,JP,26.916194,75.820349,JAIPUR
RPR,23.5381361,86.6739117,RAGHUNATHPUR,RPR-PNBE MEMUPASSANGER,63220,22-07-2018,17:15,01:00,PNBE,25.6093239,85.1235252,PATNA JN
DDU,28.62788925,77.1122717941,PT.DEEN DAYAL UPADHYAYA JN.,MGS-PNBE MEMU PASSENGER,63234,22-07-2018,10:30,02:50,PNBE,25.6093239,85.1235252,PATNA JN
PNBE,25.6093239,85.1235252,PATNA JN,PNBE-BXR MEMU PASSENGER,63263,22-07-2018,20:15,05:25,BXR,25.51231115,84.0998815543,BUXAR
ASN,23.6871297,86.9746587,ASANSOL JN,ASN-ADRA MEMU,68062,22-07-2018,06:05,01:00,ADRA,36.748834,-3.0203617,ADRA JN
BME,25.75,71.5,BARMER,BME JU PASS,74844,22-07-2018,06:30,02:15,JU,26.2967719,73.0351433,JODHPUR JN
BJU,25.4676424,85.9904136,BARAUNI JN,GWL BJU MAIL,11123,21-07-2018,03:25,08:40,GWL,26.2037247,78.1573628,GWALIOR JN.
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,20-07-2018,07:35,01:00,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT - KYQ EXPRESS,15622,21-07-2018,04:30,04:45,KYQ,26.1666801,91.7053530389,KAMAKHYA
JAT,32.7060401,74.8799925,JAMMU TAWI,JAMMU GHY EXPRES,15654,21-07-2018,05:15,06:30,GHY,26.1805978,91.753943,GUWAHATI
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM TVC SF EXP,22634,21-07-2018,01:30,01:55,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
DWR,15.5,75.333333,DHARWAR,DHARWAR-HABIBGANJ SPL EXP,01663,22-07-2018,05:10,06:20,HBJ,24.385837,91.4126358,HABIBGANJ
AGTL,23.8312377,91.2823821,AGARTALA,AGTL-HBJ EXP,01666,21-07-2018,19:15,05:15,HBJ,24.385837,91.4126358,HABIBGANJ
JBP,23.1608938,79.9497702,JABALPUR,JBP-CBE SF SPL,02198,21-07-2018,12:00,01:00,CBE,11.0018115,76.9628425,COIMBATORE JN
CBE,11.0018115,76.9628425,COIMBATORE JN,LOKMANYA TT EXP,11014,21-07-2018,10:25,01:30,LTT,19.069143,72.8922731,LOKMANYATILAK
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM RIG GONDWANA EXPRES,12410,21-07-2018,17:00,01:40,RIG,22.5,83.5,RAIGARH
ADI,23.0216238,72.5797068,AHMEDABAD JN,ADI-PURI S/F EXP.,12844,21-07-2018,19:40,01:00,PURI,19.8150134,85.8351734912,PURI
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-MLDT WKLY EXPRESS,13430,21-07-2018,20:30,03:20,MLDT,25.0168233,88.1299053,MALDA TOWN
NDLS,39.0317139,-90.2612233,NEW DELHI,KASHI V EXPRESS,14258,21-07-2018,17:00,05:25,BSB,25.3356491,83.0076292,VARANASI JN
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR-SHC JANSEWA EXP,15210,21-07-2018,07:35,01:00,SHC,26.0,86.75,SAHARSA JN
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,21-07-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
ASR,31.6343083,74.8736788,AMRITSAR JN,ASR INDB EXPRESS,19326,22-07-2018,00:30,01:15,INDB,22.7203851,75.8682103,INDORE JN BG
BGP,25.2494829,86.9828131,BHAGALPUR,BGP-ANVT GARIB RATH,22405,22-07-2018,03:00,13:30,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-GAYA GARIB RATH,22410,21-07-2018,22:00,02:50,GAYA,24.7964355,85.0079563,GAYA JN
BE,28.3523609,79.4096542,BAREILLY,BE/BKI PASS,54462,21-07-2018,23:00,01:45,BKI,27.0457102,76.5752695,BANDIKUI JN
NED,18.916667,77.5,NANDED,NED-DD PASS,57516,21-07-2018,22:50,02:00,DD,18.4610039,74.5790616,DAUND JN
MS,13.0783662,80.261168463,CHENNAI EGMORE,MS-MDU VAIGAI EXP,12635,23-07-2018,14:40,01:00,MDU,9.9261153,78.1140983,MADURAI JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,23-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
MS,13.0783662,80.261168463,CHENNAI EGMORE,MS-KKDI PALLAVAN EXP,12605,24-07-2018,16:15,00:30,KKDI,10.0696672,78.793967,KARAIKKUDI JN
MS,13.0783662,80.261168463,CHENNAI EGMORE,MS-MDU VAIGAI EXP,12635,24-07-2018,15:40,02:00,MDU,9.9261153,78.1140983,MADURAI JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,24-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM-NED,02486,28-07-2018,08:50,03:00,NED,18.916667,77.5,NANDED
GKP,26.75845,83.3752175,GORAKHPUR,GKP-LTT EXPRESS,11080,28-07-2018,06:30,01:00,LTT,19.069143,72.8922731,LOKMANYATILAK
PNBE,25.6093239,85.1235252,PATNA JN,PATNA HOWRAH JANSHATABDI,12024,28-07-2018,09:30,03:55,HWH,22.5882216,88.323139,HOWRAH JN
RIG,22.5,83.5,RAIGARH,RIG NZM GONDWANA EXPRESS,12409,28-07-2018,05:30,02:00,NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN
LKO,26.8381,80.9346001,LUCKNOW,GOMTI EXP,12419,28-07-2018,09:30,03:30,NDLS,39.0317139,-90.2612233,NEW DELHI
GKP,26.75845,83.3752175,GORAKHPUR,GKP-YPR EXP,12591,28-07-2018,20:35,14:00,YPR,13.0237563,77.5507379,YASVANTPUR JN
LTT,19.069143,72.8922731,LOKMANYATILAK,LTT-BBS BI-WEEKLY,12879,28-07-2018,04:00,03:45,BBS,20.2665668,85.8437586,BHUBANESWAR
JSM,26.9116615,70.9124888,JAISALMER,RANIKHET EXP,15013,28-07-2018,02:15,01:30,KGM,29.26621,79.54376,KATHGODAM
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,28-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
TPJ,10.7904833,78.7046725,TIRUCHCHIRAPALI,CHOLAN EXPRESS,16796,28-07-2018,11:45,01:45,MS,13.0783662,80.261168463,CHENNAI EGMORE
BBS,20.2665668,85.8437586,BHUBANESWAR,BBS-NDLS VIA-SBPY,20817,28-07-2018,09:30,02:20,NDLS,39.0317139,-90.2612233,NEW DELHI
MTC,28.9789661,77.6756994,MEERUT CITY,RAJYA RANI EXP,22454,28-07-2018,06:30,01:35,LJN,26.8311093,80.9243976,LUCKNOWJN
STA,24.5,81.0,SATNA,STA-MKP PASSENGER,51763,28-07-2018,09:45,04:00,MKP,26.4125282,87.1270854,MANIKPUR JN
JHS,25.44715405,78.566749703,JHANSI JN,JHS-AGC PASS,51815,28-07-2018,10:30,03:00,AGC,27.1752554,78.0098161,AGRA CANTT
AGC,27.1752554,78.0098161,AGRA CANTT,AGC-JHS PASSENGER,51832,28-07-2018,07:20,01:00,JHS,25.44715405,78.566749703,JHANSI JN
KLK,30.8366771,76.9369298,KALKA,KLK-SML SHIVALIK DELUXE,52451,28-07-2018,08:05,02:45,SML,31.1041526,77.1709729,SIMLA
KLK,30.8366771,76.9369298,KALKA,KLK-SML MAIL,52453,28-07-2018,08:25,02:25,SML,31.1041526,77.1709729,SIMLA
JHS,25.44715405,78.566749703,JHANSI JN,JHS-ALD PASS.,54159,28-07-2018,08:30,01:20,ALD,25.4381302,81.8338005,ALLAHABAD JN
PRG,25.4689167,81.8677005,PRAYAG,PRG-BE PASS.,54371,28-07-2018,06:00,02:00,FD,28.1212947,76.120467,FAIZABAD JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-CPR PASSANGER,55020,28-07-2018,11:30,03:00,CPR,25.7784105,84.7514507,CHHAPRA
BUI,25.833333,84.166667,BALLIA,BUI - BCY  PASSENGER,55133,28-07-2018,09:30,03:45,BCY,25.3346395,83.0145644,VARANASI CITY
MDU,9.9261153,78.1140983,MADURAI JN,MDU-VM PASSENGER,56706,28-07-2018,06:30,03:30,VM,11.9398285,79.4945645,VILLUPURAM JN
BJP,18.7935679,80.815939,BIJAPUR,BJP-SUR PASSENGER,57686,28-07-2018,02:00,01:55,SUR,17.6715272,75.8975502,SOLAPUR JN
KLK,30.8366771,76.9369298,KALKA,KLK-SML RMC,72451,28-07-2018,07:45,02:45,SML,31.1041526,77.1709729,SIMLA
GKP,26.75845,83.3752175,GORAKHPUR,GKP-NTV -DMU-PASS,75013,28-07-2018,09:15,03:00,NTV,27.4272664,83.418656,NAUTANWA
TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL,RAPTISAGAR EXP,12512,25-07-2018,23:00,16:45,GKP,26.75845,83.3752175,GORAKHPUR
SRC,22.5749512,88.2706699,SANTRAGACHI JN,SRC-MAS SPECIAL FARE,06057,27-07-2018,02:30,02:40,MAS,13.081674,80.2755685,CHENNAI CENTRAL
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM RIG GONDWANA EXPRES,12410,26-07-2018,18:20,03:00,RIG,22.5,83.5,RAIGARH
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,26-07-2018,07:35,01:00,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
ASN,23.6871297,86.9746587,ASANSOL JN,PARASNATH EXP,12942,26-07-2018,21:15,01:25,BVC,21.7819741,72.141243,BHAVNAGAR TRMUS
SDAH,22.5679661,88.3711047,SEALDAH,SDAH AII  SF EXP,12987,27-07-2018,00:05,01:10,AII,26.454041,74.640465561,AJMER
KOTA,25.1737019,75.8574194,KOTA JN,KOTA - PNBE EXPRESS,13238,26-07-2018,20:10,02:00,PNBE,25.6093239,85.1235252,PATNA JN
MLDT,25.0168233,88.1299053,MALDA TOWN,FARAKKA EXPRESS,13413,26-07-2018,23:10,04:00,DLI,37.3690819,97.36011,DELHI
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SADHBHAWNA EXP,14008,26-07-2018,19:30,03:05,RXL,26.9833256,84.8523069,RAXAUL JN
RXL,26.9833256,84.8523069,RAXAUL JN,SADBHAWANA EXP.,14017,27-07-2018,01:55,02:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
MFP,26.1182898,85.3857888,MUZAFFARPUR JN,AVADH EXPRESS,19040,26-07-2018,07:30,01:30,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
PBR,21.6409,69.611,PORBANDAR,PBR MOTIHARI EXP,19269,26-07-2018,15:30,00:20,MFP,26.1182898,85.3857888,MUZAFFARPUR JN
PNBE,25.6093239,85.1235252,PATNA JN,PNBE ERS EXPRESS,22644,26-07-2018,16:30,02:30,ERS,9.9870993,76.3431013546,ERNAKULAM JN
KCG,17.3904228,78.4978117,KACHEGUDA,KACHEGUDA-KANPUR SPECIAL,04156,28-07-2018,02:30,03:10,CNB,26.4547354,80.3506961,KANPUR CENTRAL
DBG,26.1569653,85.8995119,DARBHANGA JN,DBG-SC,07008,27-07-2018,07:00,02:00,SC,17.4690889,78.5059176,SECUNDERABAD JN
AMH,26.0,83.0,AZAMGARH,AMH-LTT EXPRESS,11054,27-07-2018,13:00,07:40,LTT,19.069143,72.8922731,LOKMANYATILAK
LJN,26.8311093,80.9243976,LUCKNOWJN,LJN JHS INT EXP,11110,27-07-2018,17:40,01:00,JHS,25.44715405,78.566749703,JHANSI JN
BJU,25.4676424,85.9904136,BARAUNI JN,GWL BJU MAIL,11123,27-07-2018,20:00,01:15,GWL,26.2037247,78.1573628,GWALIOR JN.
HWH,22.5882216,88.323139,HOWRAH JN,CHAMBAL EXP,12177,27-07-2018,21:10,03:25,MTJ,27.4955539,77.6855554,MATHURA JN
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM-JBP MAHAKOSHAL EXP,12190,27-07-2018,17:05,01:00,JBP,23.1608938,79.9497702,JABALPUR
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,SHRIDHAM SUPER FAST EXP,12191,27-07-2018,15:30,01:10,JBP,23.1608938,79.9497702,JABALPUR
HWH,22.5882216,88.323139,HOWRAH JN,HWH-JU EXP,12307,28-07-2018,02:30,02:50,JU,26.2967719,73.0351433,JODHPUR JN
HWH,22.5882216,88.323139,HOWRAH JN,HWH DLIKLK MAIL,12311,28-07-2018,03:00,07:20,KLK,30.8366771,76.9369298,KALKA
HWH,22.5882216,88.323139,HOWRAH JN,HWH ANVT BI-WKLY EXPRES,12323,27-07-2018,22:40,03:50,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
HWH,22.5882216,88.323139,HOWRAH JN,UPASANA EXPRESS,12327,27-07-2018,18:40,05:40,DDN,30.3255646,78.0436813,DEHRADUN
HWH,22.5882216,88.323139,HOWRAH JN,VIBHUTI EXPRESS,12333,27-07-2018,23:00,03:00,ALY,25.4394887,81.8498592,ALLAHABAD CITY
IPR,26.2577,88.1903,ISLAMPUR,MAGADH EXPRESS,12401,27-07-2018,20:00,03:50,NDLS,39.0317139,-90.2612233,NEW DELHI
JP,26.916194,75.820349,JAIPUR,JP  ALD EXPRESS,12404,27-07-2018,16:50,01:30,ALD,25.4381302,81.8338005,ALLAHABAD JN
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM BSL EXPRESS,12406,27-07-2018,18:20,03:00,BSL,21.0469912,75.7883817,BHUSAVAL JN
NDLS,39.0317139,-90.2612233,NEW DELHI,GOMTI EXPRESS,12420,27-07-2018,14:25,02:00,LKO,26.8381,80.9346001,LUCKNOW
JBN,26.398946,87.2641954,JOGBANI,JBN-ANVT SUPERFASTEXPRES,12487,28-07-2018,01:30,05:30,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SAPT KRANTI EXP,12558,27-07-2018,15:50,01:00,MFP,26.1182898,85.3857888,MUZAFFARPUR JN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT LJN DOUBLE DACKER AC,12584,27-07-2018,18:20,04:15,LJN,26.8311093,80.9243976,LUCKNOWJN
HTE,23.2991479,85.3234589,HATIA,HTE ANVT EXPRESS,12817,27-07-2018,16:40,02:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT HTE  EXPRESS,12874,27-07-2018,21:30,01:45,HTE,23.2991479,85.3234589,HATIA
SDAH,22.5679661,88.3711047,SEALDAH,SDAH AII  SF EXP,12987,28-07-2018,01:30,02:35,AII,26.454041,74.640465561,AJMER
KOTA,25.1737019,75.8574194,KOTA JN,KOTA - PNBE EXPRESS,13238,27-07-2018,19:40,01:30,PNBE,25.6093239,85.1235252,PATNA JN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,JAN SADHARAN EXP,13258,27-07-2018,15:00,01:30,DNR,25.6358901,85.0474045,DANAPUR
DHN,23.7952809,86.4309638,DHANBAD JN,GANGASUTLEJ EXP,13307,28-07-2018,03:00,05:40,FZR,30.333333,74.416667,FIROZPUR CANT
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SADHBHAWNA EXP,14016,27-07-2018,17:35,01:10,RXL,26.9833256,84.8523069,RAXAUL JN
HW,29.9384473,78.1452985,HARIDWAR JN,HW ALD EXP,14116,27-07-2018,18:30,02:25,ALD,25.4381302,81.8338005,ALLAHABAD JN
ALD,25.4381302,81.8338005,ALLAHABAD JN,SANGAM EXPRESS,14163,27-07-2018,18:45,01:00,MTC,28.9789661,77.6756994,MEERUT CITY
FD,28.1212947,76.120467,FAIZABAD JN,FD-DLI EXP,14205,27-07-2018,18:25,01:00,DLI,37.3690819,97.36011,DELHI
NDLS,39.0317139,-90.2612233,NEW DELHI,AGC INTERCITY EXPRESS,14212,27-07-2018,23:00,05:25,AGC,27.1752554,78.0098161,AGRA CANTT
BE,28.3523609,79.4096542,BAREILLY,BE-LKO EXP. LKO-PRG PASS,14308,27-07-2018,20:30,03:15,PRG,25.4689167,81.8677005,PRAYAG
GCT,25.58363,83.5681593,GHAZIPUR CITY,GCT-SVDK EXP,14611,27-07-2018,11:05,02:35,SVDK,32.9828033,74.9351643,SH MATA V DEVI KATRA
JYG,26.5881,86.1399,JAYNAGAR,SARYUYAMUNA EXP,14649,27-07-2018,09:15,02:00,ASR,31.6343083,74.8736788,AMRITSAR JN
BKN,28.0159286,73.3171367,BIKANER JN,RANAKPUR EXPRES,14707,27-07-2018,14:30,05:00,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
BSB,25.3356491,83.0076292,VARANASI JN,MARUDHAR EXPRES,14863,27-07-2018,22:15,04:00,JU,26.2967719,73.0351433,JODHPUR JN
CDG,30.7194022,76.7646552,CHANDIGARH,LJN SRE EXP,15012,27-07-2018,19:25,02:20,LJN,26.8311093,80.9243976,LUCKNOWJN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVR-MAU-EXP,15026,27-07-2018,16:30,03:35,MAU,26.0468558,83.437242595,MAU JN
PNVL,18.9898853,73.1217843,PANVEL,PNVL-GKP EXP,15066,27-07-2018,23:00,05:10,GKP,26.75845,83.3752175,GORAKHPUR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,POORBIYA EXP.,15280,27-07-2018,18:25,01:15,SHC,26.0,86.75,SAHARSA JN
DLI,37.3690819,97.36011,DELHI,SIKKIM MAHANANDA EXPRESS,15484,27-07-2018,08:00,01:25,APDJ,26.4851573,89.5246926,ALIPUR DUAR JN
JAT,32.7060401,74.8799925,JAMMU TAWI,JAMMU GHY EXPRES,15654,28-07-2018,02:30,03:45,GHY,26.1805978,91.753943,GUWAHATI
DLI,37.3690819,97.36011,DELHI,CHAMPARAN HUMSAFAR EXP,15706,27-07-2018,22:25,08:40,KIR,25.5433817,87.5690417,KATIHAR JN
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,27-07-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
HTE,23.2991479,85.3234589,HATIA,HATIA-PATNA  EXPRESS,18624,27-07-2018,23:45,04:40,PNBE,25.6093239,85.1235252,PATNA JN
HW,29.9384473,78.1452985,HARIDWAR JN,YOGA EXPRESS,19032,27-07-2018,16:20,01:00,ADI,23.0216238,72.5797068,AHMEDABAD JN
BGKT,26.2506227,73.0146243,BHAGAT KI KOTHI,BGKT BDTS WEEKLY HUMSAFA,19044,27-07-2018,18:20,02:20,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
JAT,32.7060401,74.8799925,JAMMU TAWI,JAT BTI EXP,19226,27-07-2018,23:55,02:30,BTI,30.25,75.0,BHATINDA JN
DEE,28.6628187,77.1867616,DELHI SARAI ROHILLA,DEE RJT EXP,19580,27-07-2018,16:30,03:20,RJT,22.3045769,70.802161,RAJKOT JN
MTJ,27.4955539,77.6855554,MATHURA JN,MATHURA - CHHAPRA EXP,22532,28-07-2018,00:45,00:55,CPR,25.7784105,84.7514507,CHHAPRA
ADI,23.0216238,72.5797068,AHMEDABAD JN,LOK SHAKTI EXP,22928,27-07-2018,22:50,01:40,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
BSL,21.0469912,75.7883817,BHUSAVAL JN,BSL KTE PASS,51187,27-07-2018,11:10,01:40,KTE,23.8779575,80.4535902,KATNI
JP,26.916194,75.820349,JAIPUR,JP-MTJ PASSENGER,51974,27-07-2018,18:20,04:00,MTJ,27.4955539,77.6855554,MATHURA JN
CAR,25.1281931,82.8835399,CHUNAR,CAR-BRWD PASS,53352,27-07-2018,16:45,02:45,BRWD,26.9040672,84.8664572,BARWADIH JN
GAYA,24.7964355,85.0079563,GAYA JN,GAYA -KIUL  PASS,53630,28-07-2018,01:00,06:00,KIUL,24.7814656,86.0694724,KIUL JN
GAYA,24.7964355,85.0079563,GAYA JN,GAYA-KIUL PASS,53632,28-07-2018,03:35,06:40,KIUL,24.7814656,86.0694724,KIUL JN
ADI,23.0216238,72.5797068,AHMEDABAD JN,JAIPUR PASSENGER,54805,28-07-2018,01:10,01:40,JP,26.916194,75.820349,JAIPUR
HJP,25.6905568,85.2090094,HAJIPUR JN,HJP-BHBR PASSEBGER,55541,27-07-2018,19:45,04:10,BHBR,26.4773729,84.2345424,BATHUA BAZAR
BJP,18.7935679,80.815939,BIJAPUR,BJP-BMO PASS,57129,27-07-2018,19:20,00:50,BMO,17.529823,78.5155062,BOLARUM
KRYP,,,KADIRIDEVARA PALLI,KYND-TPTY PASS,57478,27-07-2018,14:50,01:25,TPTY,13.6316368,79.4231711,TIRUPATI
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,29-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
MS,13.0783662,80.261168463,CHENNAI EGMORE,MS-MDU VAIGAI EXP,12635,30-07-2018,14:40,01:00,MDU,9.9261153,78.1140983,MADURAI JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,30-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM-NED,02486,28-07-2018,10:40,04:50,NED,18.916667,77.5,NANDED
GKP,26.75845,83.3752175,GORAKHPUR,GKP-LTT EXPRESS,11080,28-07-2018,06:30,01:00,LTT,19.069143,72.8922731,LOKMANYATILAK
HWH,22.5882216,88.323139,HOWRAH JN,HOWRAH PATNA JANSHATABDI,12023,28-07-2018,18:00,03:55,PNBE,25.6093239,85.1235252,PATNA JN
PNBE,25.6093239,85.1235252,PATNA JN,PATNA HOWRAH JANSHATABDI,12024,28-07-2018,09:30,03:55,HWH,22.5882216,88.323139,HOWRAH JN
UBL,15.3518378,75.1379848,HUBLI JN,JAN SHATABDI EXP,12080,28-07-2018,14:20,00:20,SBC,13.06178495,77.6102415504,KSR BENGALURU
JAT,32.7060401,74.8799925,JAMMU TAWI,JAT-BSB EXP.,12238,28-07-2018,15:45,01:45,BSB,25.3356491,83.0076292,VARANASI JN
DDN,30.3255646,78.0436813,DEHRADUN,UPASANA EXPRESS,12328,29-07-2018,03:00,04:50,HWH,22.5882216,88.323139,HOWRAH JN
ALY,25.4394887,81.8498592,ALLAHABAD CITY,VIBHUTI EXPRESS,12334,28-07-2018,18:50,03:10,HWH,22.5882216,88.323139,HOWRAH JN
RNC,23.3700354,85.3250132,RANCHI,RNC-PNBE JANSHATABDI EXP,12366,28-07-2018,16:15,01:50,PNBE,25.6093239,85.1235252,PATNA JN
HWH,22.5882216,88.323139,HOWRAH JN,KUMBHA EXPRESS,12369,28-07-2018,14:25,01:25,HW,29.9384473,78.1452985,HARIDWAR JN
IPR,26.2577,88.1903,ISLAMPUR,MAGADH EXPRESS,12401,28-07-2018,19:00,02:50,NDLS,39.0317139,-90.2612233,NEW DELHI
RIG,22.5,83.5,RAIGARH,RIG NZM GONDWANA EXPRESS,12409,28-07-2018,05:30,02:00,NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN
LKO,26.8381,80.9346001,LUCKNOW,GOMTI EXP,12419,28-07-2018,09:30,03:30,NDLS,39.0317139,-90.2612233,NEW DELHI
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SAPT KRANTI EXP,12558,28-07-2018,15:50,01:00,MFP,26.1182898,85.3857888,MUZAFFARPUR JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-YPR EXP,12591,29-07-2018,00:35,18:00,YPR,13.0237563,77.5507379,YASVANTPUR JN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT HTE EXPRESS,12818,28-07-2018,21:30,01:45,HTE,23.2991479,85.3234589,HATIA
LTT,19.069143,72.8922731,LOKMANYATILAK,LTT-BBS BI-WEEKLY,12879,28-07-2018,04:00,03:45,BBS,20.2665668,85.8437586,BHUBANESWAR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,JAN SADHARAN EXP,13258,28-07-2018,14:30,01:00,DNR,25.6358901,85.0474045,DANAPUR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-MLDT WKLY EXPRESS,13430,28-07-2018,18:10,01:00,MLDT,25.0168233,88.1299053,MALDA TOWN
DDN,30.3255646,78.0436813,DEHRADUN,DDN KGM EXPRESS,14120,29-07-2018,01:00,02:05,KGM,29.26621,79.54376,KATHGODAM
ALD,25.4381302,81.8338005,ALLAHABAD JN,SANGAM EXPRESS,14163,28-07-2018,18:45,01:00,MTC,28.9789661,77.6756994,MEERUT CITY
NDLS,39.0317139,-90.2612233,NEW DELHI,AGC INTERCITY EXPRESS,14212,28-07-2018,22:10,04:35,AGC,27.1752554,78.0098161,AGRA CANTT
